"product","div","category","brand","cpg","bfpp","ppa","spf","spfv"
"84156010","B","DE","SV","H03968","1EJ","6EO","1AUY","1AUY"
"84157361","B","DE","RO","H02904","1XF","420","14B5","14B5"
"84157362","B","DE","RO","H02913","1X9","420","14AN","14AN"
"84157372","B","DE","RO","H02904","1X6","Not Applicable","14AB","14AB"
"84157374","B","DE","RO","H02904","1X6","Not Applicable","14AB","14AB"
"84157397","B","DE","RO","H02913","1X8","Not Applicable","14AL","14AL"
"84157398","B","DE","RO","H02913","1X8","Not Applicable","14AL","14AL"
"84157427","B","DE","RO","H03713","1XJ","Not Applicable","14BB","14BB"
"84157450","B","HA","SE","H02289","1XV","Not Applicable","14CC","14CC"
"84157461","B","HA","SE","H02289","1XV","Not Applicable","14CC","14CC"
"84157462","B","HA","SE","H01167","1XM","43Z","14BI","14BI"
"84157873","B","DE","RO","H02904","1X6","Not Applicable","14AB","14AB"
"84158398","B","HA","SE","H01012","24L","61D","1DPB","1NT6"
"84158442","B","HA","SE","H01012","24L","60C","1DP5","1NTW"
"84158620","B","HA","DV","H00979","163","Not Applicable","15FG","15FG"
"84158646","B","HA","DV","H01101","15Z","Not Applicable","135L","135L"
"84158731","B","HA","SE","H01012","24L","43K","19KJ","19KJ"
"84158766","B","HA","DV","H00979","163","Not Applicable","1370","1KEY"
"84158767","B","HA","DV","H01040","158","Not Applicable","135D","1KF2"
"84158800","B","HA","DV","H01040","158","Not Applicable","15FF","15FF"
"84159741","B","SN","LU","H00651","23F","Not Applicable","19X5","19X5"
"84159742","B","SN","LU","H00651","23F","Not Applicable","19X5","19X5"
"84159743","B","SN","LU","H00651","23F","Not Applicable","19X5","19X5"
"84159750","B","SN","LU","H00651","23F","Not Applicable","14L2","14L2"
"84159751","B","SN","LU","H00651","23F","Not Applicable","14L2","14L2"
"84159752","B","SN","LU","H00651","23F","Not Applicable","14L2","14L2"
"84160005","B","SN","LU","H00651","23F","4U1","19X5","19X5"
"84160006","B","SN","LU","H00651","23F","4U1","19X5","19X5"
"84160158","B","DE","DB","H05215","2CS","Not Applicable","15NS","15NS"
"84160159","B","HA","DB","H05213","2CD","Not Applicable","15NT","15NT"
"84160163","B","SN","DB","H05242","2FO","Not Applicable","1616","1616"
"84160174","B","HA","DB","H05213","2CD","Not Applicable","15M5","1FO7"
"84160188","B","SN","DB","H00620","1QX","Not Applicable","1352","1352"
"84160210","B","SN","DB","H05242","2AD","Not Applicable","162Q","162Q"
"84160265","B","HA","TI","H04886","36R","6GC","1BBH","1F60"
"84160292","B","DE","RO","H02990","1X4","953","191A","1GJ8"
"84160303","B","SK","DB","H05212","2CB","Not Applicable","15M3","15M3"
"84160305","B","SN","DB","H05242","2FO","Not Applicable","1616","1616"
"84160631","B","DE","RO","H02990","1X4","42R","191A","191A"
"84161027","B","HA","TE","H04433","1MA","45K","14FM","14FM"
"84161227","B","HA","TI","H06027","37F","6FG","1BC5","1F6O"
"84161230","B","HA","TI","H05282","37G","6FO","1BCC","1F6V"
"84161373","B","HA","TI","H05285","37C","6FS","1BCA","1F6T"
"84161374","B","HA","TI","H05285","37C","6FS","1BCA","1F6T"
"84161435","B","HA","TI","H05288","37L","6G0","1BC7","1F6Q"
"84162255","B","HA","TI","H04886","36R","65V","1BBK","1F63"
"84162279","B","HA","TI","H04890","36Z","95F","1BAN","1F7H"
"84162291","B","HA","TI","H04892","373","95P","1BAU","1F7O"
"84162297","B","SN","DB","H05242","2AD","Not Applicable","15HQ","15HQ"
"84162300","B","SK","DB","H05212","2CB","47F","15M3","15M3"
"84162314","B","HA","DB","H05213","2CD","Not Applicable","15NT","1FO6"
"84162316","B","SN","DB","H05242","2AD","Not Applicable","15HQ","15HQ"
"84162419","B","SN","OE","H05814","2Z8","Not Applicable","1B0J","1B0J"
"84162638","B","SN","DV","H00621","152","44B","1DLJ","1NMS"
"84162652","B","SN","LU","H00720","23C","Not Applicable","14KX","14KX"
"84162784","B","SN","DV","H00621","211","44B","1DLQ","1NMZ"
"84163014","B","SN","DV","H00621","152","Not Applicable","1366","1366"
"84164102","B","HA","TE","H04755","1YJ","45Y","159G","159G"
"84164637","B","DE","RO","H02990","1X4","42R","191A","191A"
"84164744","B","DE","RO","H02990","2FB","680","191C","191C"
"84164919","B","HA","DV","H00979","163","Not Applicable","1371","1371"
"84165131","B","SN","DV","H00621","152","44B","1366","1366"
"84165487","B","DE","RO","H02990","1X4","953","191A","191A"
"84165551","B","DE","RO","H02990","1X4","953","191A","191A"
"84166222","B","DE","DO","H02970","1QW","94P","1350","1GC7"
"84166341","B","DE","AX","H01261","1PL","94X","131E","131E"
"84166447","B","HA","TI","H04888","36U","6P2","1BBC","1F86"
"84166449","B","HA","TI","H04888","36U","6P2","1BBC","1F86"
"84166450","B","HA","TI","H04888","36U","6P2","1BBC","1F86"
"84166474","B","HA","TI","H04890","36Y","6P8","1BAM","1F7G"
"84166476","B","HA","CW","H04891","371","6P4","1BBU","1F6D"
"84166477","B","HA","CW","H04902","378","6PA","1BBP","1F68"
"84166511","B","HA","TI","H05285","37B","6P6","1BC8","1F6R"
"84166736","B","DE","DO","H02891","1QV","42Y","136S","136S"
"84166739","B","DE","DO","H02891","1QV","42Y","136S","136S"
"84167259","B","HA","SE","H02289","1XV","Not Applicable","14CC","14CC"
"84167916","B","DE","AX","H01261","1PJ","94V","19L4","19L4"
"84168458","B","HA","TE","H04755","1YJ","45Y","159G","1GBA"
"84168459","B","HA","TE","H04755","1YJ","45Y","159G","1GBB"
"84168460","B","HA","TE","H04755","1YJ","45Y","159G","1FSG"
"84168520","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"84168568","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"84168569","B","HA","TE","H04433","1MA","45K","14FM","14FM"
"84168570","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"84168585","B","SN","DB","H05434","2FN","Not Applicable","160Z","160Z"
"84168621","B","HA","TE","H04420","1YK","45O","14F8","14F8"
"84168672","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"84168673","B","HA","TE","H04430","1N0","45M","14EM","14EM"
"84168674","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"84168676","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"84168677","B","HA","TE","H04430","1N0","45M","14EM","14EM"
"84168678","B","HA","TE","H04430","1N0","45M","14EM","14EM"
"84168679","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"84168680","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"84168691","B","HA","TE","H04430","1N0","45M","14EM","14EM"
"84168692","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"84168695","B","SN","DB","H05434","2FN","Not Applicable","160Z","160Z"
"84168731","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"84168732","B","HA","TE","H04433","1MA","45K","14FM","14FM"
"84168733","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"84168741","B","HA","TE","H04433","1MA","45K","14FM","14FM"
"84168742","B","HA","TE","H04433","1MA","45K","14FM","14FM"
"84168743","B","HA","TE","H04433","1MA","45K","14FM","14FM"
"84169000","B","DE","RO","H02990","1X4","42R","191A","191A"
"84169368","B","DE","DE","H03964","1R8","42Y","134P","1FE7"
"84169547","B","DE","DE","H03964","1R8","42Y","134P","134P"
"84169548","B","DE","DE","H03964","1R8","42Y","1BFT","1G53"
"84169557","B","DE","DO","H02891","1QV","42Y","136S","136S"
"84169558","B","DE","DO","H02891","1QV","42Y","136S","136S"
"84169854","B","HA","TE","H04430","1N0","Not Applicable","15WU","15WU"
"84169855","B","HA","TE","H04430","1N0","Not Applicable","15WU","15WU"
"84169856","B","HA","TE","H04430","1N0","Not Applicable","15WU","15WU"
"84169861","B","HA","TE","H04433","1MA","Not Applicable","15WT","15WT"
"84169862","B","HA","TE","H04433","1MA","Not Applicable","15WT","15WT"
"84169863","B","HA","TE","H04433","1MA","Not Applicable","15WT","15WT"
"84171318","B","OR","CL","H04226","20F","436","1DLV","1NN4"
"84171740","B","SN","OE","H05814","2Z8","Not Applicable","1B0J","1B0J"
"84171786","B","SN","OE","H05814","2Z8","Not Applicable","1B0K","1B0K"
"84171788","B","SN","OE","H05814","2Z8","Not Applicable","1B0J","1B0J"
"84172169","B","HA","TE","H04420","1YK","Not Applicable","14F8","14F8"
"84172170","B","HA","TE","H04755","1YJ","Not Applicable","159G","159G"
"84172283","B","HA","TE","H04430","1N0","Not Applicable","14EJ","14EJ"
"84172302","B","HA","TE","H04433","1MA","Not Applicable","14FI","1GBJ"
"84172321","B","DE","DE","H03962","1R7","465","134O","134O"
"84172359","B","DE","RO","H02990","1X4","42R","191A","191A"
"84172367","B","SN","DV","H00711","1R0","44I","14UX","14UX"
"84172419","B","SN","DV","H00711","1R0","44I","14UX","14UX"
"84172430","B","SN","DV","H00711","1R0","44I","14UX","14UX"
"84172625","B","DE","RO","H02990","1X4","42R","191A","191A"
"917073","B","HA","CA","H04775","2C7","43E","15LM","15LM"
"917117","B","HA","CA","H04775","2C8","34T","15LQ","15LQ"
"917182","B","HA","CA","H04775","2C7","34T","15LJ","15LJ"
"917193","B","HA","CA","H04775","2C7","34T","15LM","15LM"
"918153","B","HA","SE","H01060","24F","427","14NU","14NU"
"922281","B","HA","SE","H01012","24L","43K","14O6","14O6"
"922404","B","HA","SE","H01012","24L","43K","14O6","14O6"
"926168","B","DE","RO","H02990","1X4","42R","149Z","149Z"
"929869","B","SN","DV","H00575","15P","448","11HK","11HK"
"930061","B","HA","DV","H00979","163","43I","1370","1370"
"931860","B","DE","RO","H03709","1XI","42T","14BA","14BA"
"933149","B","HA","DV","H01040","158","424","15FF","15FF"
"934687","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"934697","B","HA","TE","H04430","1N0","45M","14EM","14EM"
"935854","B","DE","RO","H02904","1X6","Not Applicable","14AB","14AB"
"937086","B","DE","RO","H02913","1X9","420","14AN","14AN"
"939295","B","HA","DV","H01040","158","425","14YS","14YS"
"939450","B","HA","CA","H04775","2C7","43E","15LM","15LM"
"939544","B","DE","DO","H02970","1QW","42Q","134U","134U"
"939565","B","DE","DO","H02970","1QW","42Q","134U","134U"
"941688","B","SN","LI","H00647","233","44D","14KK","14KK"
"942989","B","HA","CA","H04775","2C7","43E","1DNB","1NQG"
"945884","B","SN","DV","H00621","152","44B","1366","1366"
"946824","B","HA","DV","H00979","163","43H","15FG","15FG"
"948184","B","DE","RO","H02904","1X6","42Z","14AB","14AB"
"948191","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"948193","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"948199","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"948207","B","HA","TE","H04433","1MA","45J","14FI","14FI"
"956312","B","HA","TE","H04430","1N0","45L","14EJ","14EJ"
"956739","B","SN","DV","H00575","15P","Not Applicable","11HK","11HK"
"956773","B","HA","DV","H00979","163","Not Applicable","1370","1370"
"957094","B","HA","SE","H01060","24F","Not Applicable","14NU","14NU"
"959450","B","HA","SE","H02289","1XV","34I","14CC","14CC"
"969857","B","SK","DV","H00852","1RB","44O","136I","136I"
"969860","B","SK","DV","H00852","1RB","44O","136I","136I"
"969862","B","SK","DV","H00852","1RB","44O","136I","136I"
"971277","B","SN","LI","H00718","236","44L","14KN","14KN"
"974357","B","HA","DV","H01040","158","425","135D","135D"
"67242760","B","DE","RO","H03709","1XI","42T","14BA","14BA"
"67294671","B","DE","DO","H02891","1QV","42Y","136S","136S"
"67294691","B","DE","DO","H02891","1QV","7QI","136S","136S"
"67295605","B","DE","DO","H02891","1QV","Not Applicable","136S","136S"
"67295617","B","DE","DO","H02891","1QV","7QI","136S","136S"
"67312477","B","DE","DE","H03962","1R7","465","1DKE","1NLP"
"67312596","B","DE","RO","H02990","1X4","42R","1DL5","1NMG"
"67312743","B","DE","RO","H03003","1XA","42R","1DKT","1NM4"
"67321055","B","DE","RO","H02990","1X4","42R","1DL3","1NME"
"67321115","B","DE","RO","H02990","1X4","42R","1DL4","1NMF"
"67322879","B","DE","RO","H03003","1XA","42R","1DKR","1NM2"
"67326339","B","DE","RO","H03003","1XA","42R","1DKS","1NM3"
"67327046","B","DE","RO","H03007","1X2","951","13TO","13TO"
"67328978","B","DE","RO","H02990","1X4","42R","1DL6","1NMH"
"67329480","B","DE","RO","H03003","1XA","42R","1DKU","1NM5"
"67334034","B","DE","RO","H02990","1X4","7BH","1C6M","1J7P"
"67334040","B","DE","RO","H02990","1X4","7BH","1C6M","1J7Q"
"67334070","B","DE","RO","H03003","1XA","7BH","1B2N","1B2N"
"67334073","B","DE","RO","H03003","1XA","7BH","1B2N","1B2N"
"67334075","B","DE","RO","H03003","1XA","7BH","1B2N","1B2N"
"67351383","B","DE","DO","H02891","1QV","42Y","136S","136S"
"67354782","B","DE","DE","H03962","1R7","465","1DKD","1NLO"
"67389360","B","DE","DO","H02891","1QV","42Y","136S","136S"
"67394094","B","DE","DO","H02970","1QW","42Q","1350","1350"
"67398609","B","DE","RO","H03007","1X2","951","13TO","13TO"
"67398624","B","DE","RO","H03007","1X3","35I","149W","149W"
"67411791","B","DE","DO","H02891","1QV","Not Applicable","136S","136S"
"67426561","B","DE","RO","H03007","1X3","35I","149W","149W"
"67501937","B","DE","RO","H02904","1X6","42Z","1DKL","1NLW"
"67501938","B","DE","RO","H02913","1X8","42Z","1DKN","1NLY"
"67502952","B","DE","RO","H02990","1X4","7BH","1C6M","1J7P"
"67512513","B","DE","RO","H03003","1XA","85A","14AS","1F9A"
"67526817","B","DE","RO","H03003","1XA","42R","15GW","15GW"
"67526825","B","DE","RO","H03003","1XA","42R","15GW","15GW"
"67526831","B","DE","RO","H03003","1XA","42R","15GW","15GW"
"67526841","B","DE","RO","H03003","1XA","42R","15GW","15GW"
"67531167","B","DE","RO","H02990","1X4","42R","191A","191A"
"67531210","B","DE","RO","H02990","1X4","42R","191A","191A"
"67531333","B","DE","RO","H02990","1X4","42R","191A","191A"
"67531405","B","DE","RO","H02990","1X4","42R","191A","191A"
"67531899","B","DE","RO","H02990","1X4","42R","191A","191A"
"67531979","B","DE","RO","H02990","1X4","42R","191A","191A"
"67532006","B","DE","RO","H02990","1X4","42R","191A","191A"
"67532141","B","DE","RO","H02990","1X4","42R","191A","1FDW"
"67532266","B","DE","RO","H02990","1X4","42R","191A","191A"
"67532269","B","DE","RO","H02990","1X4","42R","191A","191A"
"67541405","B","DE","AX","H01261","1PJ","94V","19L4","19L4"
"67541406","B","DE","AX","H02963","1PK","76A","1319","1319"
"67541407","B","DE","AX","H02963","1PK","76A","1319","1319"
"67541408","B","DE","AX","H01261","1PJ","94V","19L4","19L4"
"67541409","B","DE","AX","H02963","1PK","76A","1319","1FA3"
"67541410","B","DE","AX","H02963","1PK","76A","1319","1FDM"
"67541411","B","DE","AX","H02963","1PK","76A","1319","1FDK"
"67541412","B","DE","AX","H01261","1PJ","94V","19L4","19L4"
"67541413","B","DE","AX","H02963","1PK","76A","1319","1F9Q"
"67541415","B","DE","AX","H02963","1PK","76A","1319","1319"
"67566142","B","DE","RO","H02913","1X8","Not Applicable","14AL","14AL"
"67566143","B","DE","RO","H02913","1X8","Not Applicable","14AL","14AL"
"67576964","B","DE","DO","H02891","1QV","42Y","1DKH","1NLS"
"67588679","B","DE","DO","H02970","1QW","42Q","1DKA","1NLL"
"67588744","B","DE","RO","H02990","1X4","42R","1DL4","1NMF"
"67588745","B","DE","RO","H02990","1X4","42R","1DL3","1NME"
"67588746","B","DE","RO","H02990","1X4","42R","1DL6","1NMH"
"67588747","B","DE","RO","H02990","1X4","42R","1DL2","1NMD"
"67588748","B","DE","RO","H02990","1X4","42R","1DL0","1NMB"
"67588749","B","DE","RO","H02990","1X4","42R","1DL5","1NMG"
"67588750","B","DE","RO","H02990","1X4","42R","1DL1","1NMC"
"67605232","B","DE","RO","H03007","1X2","38J","1DKK","1NLV"
"67609855","B","DE","RO","H02990","1X4","42R","1DL3","1NME"
"67609856","B","DE","RO","H02990","1X4","42R","1DL5","1NMG"
"67624771","B","DE","RO","H02990","1X4","42R","191A","191A"
"84157371","B","DE","RO","H02904","1X6","Not Applicable","14AB","14AB"
"84157373","B","DE","RO","H02904","1X6","Not Applicable","14AB","14AB"
"84157396","B","DE","RO","H02913","1X8","Not Applicable","14AL","14AL"
"84160040","B","DE","RO","H02990","2FB","94Z","15YZ","15YZ"
"84160721","B","DE","RO","H02990","2FB","94Z","15YZ","15YZ"
"84165317","B","DE","DO","H02970","2F9","94T","15YX","15YX"
"84165843","B","DE","RO","H02990","1X4","Not Applicable","1B2D","1B2D"
"84166735","B","DE","DO","H02891","1QV","42Y","136S","136S"
"84166908","B","DE","DE","H03962","2BT","94P","1B2S","1B2S"
"67296733","B","SK","DV","H00822","3J3","Not Applicable","1CGY","1K3L"
"67296742","B","SK","DV","H00822","3J3","Not Applicable","1CH2","1K3P"
"67296748","B","SK","DV","H00822","3J3","Not Applicable","1CH0","1K3N"
"67342578","B","SK","SM","H04504","1OY","Not Applicable","12XF","12XF"
"67342616","B","SK","SM","H04517","2S6","Not Applicable","19G3","19G3"
"67342770","B","SK","SM","H04501","1HS","Not Applicable","12PJ","12PJ"
"67342805","B","SK","SM","H04504","1OY","Not Applicable","12XE","12XE"
"67342806","B","SK","SM","H04504","1OY","Not Applicable","12XE","12XE"
"67343830","B","SK","SM","H04517","2S6","Not Applicable","198M","198M"
"67343831","B","SK","SM","H04517","2S6","Not Applicable","198M","198M"
"67358313","B","SK","SM","H04587","1HU","Not Applicable","12PM","12PM"
"67374654","B","SK","SM","H04587","1HU","6VS","12PM","12PM"
"67429353","B","SK","SM","H04517","2S6","8F9","198M","198M"
"67429354","B","SK","SM","H04517","2S6","8FD","198M","198M"
"67429359","B","SK","SM","H04501","1HS","6VO","12PJ","12PJ"
"67429360","B","SK","SM","H04587","1HU","6VQ","12PM","12PM"
"67429361","B","SK","SM","H04501","1HS","6WA","12PJ","12PJ"
"67429363","B","SK","SM","H04587","1HU","6VS","12PM","12PM"
"67430408","B","SK","SM","H04517","2S6","8FB","19G3","19G3"
"67434346","B","SK","SM","H04504","1OY","8F7","12XF","12XF"
"67434514","B","SK","SM","H04517","2S6","8FB","19G3","19G3"
"67441175","B","SK","SM","H04501","1HS","6VO","12PJ","12PJ"
"67450399","B","SK","SM","H04517","2S6","Not Applicable","1CDG","1JSV"
"67450400","B","SK","SM","H04504","2VR","Not Applicable","1CDH","1JSW"
"67450437","B","SK","SM","H04504","2VR","6WA","1CDH","1JSW"
"67450445","B","SK","SM","H04504","2VR","Not Applicable","1CDH","1JSW"
"67484392","B","SK","DV","H00812","15F","Not Applicable","1CHC","1K44"
"67336760","B","SK","DV","H00852","1RB","44O","136I","136I"
"67336765","B","SK","DV","H00852","1RB","44O","136I","136I"
"67336767","B","SK","DV","H00852","1RB","44O","136I","136I"
"67336770","B","SK","DV","H00852","1RB","44O","136I","136I"
"67336771","B","SK","DV","H00852","1RB","44O","136I","136I"
"67336772","B","SK","DV","H00852","1RB","44O","136I","136I"
"67416991","B","HA","TE","H04755","1YJ","45N","14Y5","14Y5"
"67416994","B","HA","TE","H04755","1YJ","45N","14Y5","14Y5"
"67416998","B","HA","TE","H04755","1YJ","45Y","159G","159G"
"67416999","B","HA","TE","H04755","1YJ","45Y","159G","159G"
"67417000","B","HA","TE","H04755","1YJ","45Y","159G","159G"
"67417001","B","HA","TE","H04755","1YJ","45Y","159G","159G"
"67417002","B","HA","TE","H04755","1YJ","45Y","159G","159G"
"67497364","B","HA","TE","H04755","1YJ","Not Applicable","159G","159G"
"67497365","B","HA","TE","H04755","1YJ","Not Applicable","159G","1KPQ"
"67497367","B","HA","TE","H04755","1YJ","Not Applicable","159G","159G"
"67497372","B","HA","TE","H04755","1YJ","Not Applicable","159G","1QWG"
"67578979","B","HA","TE","H04755","1YJ","45N","14Y5","14Y5"
"67578985","B","HA","TE","H04755","1YJ","45N","14Y5","14Y5"
"67678598","B","HA","SE","H01166","24E","43Z","14NR","14NR"
"84171936","B","HA","DV","H01154","1QY","Not Applicable","1354","1354"
"84171938","B","HA","DV","H01154","1QY","Not Applicable","1354","1354"
"84171939","B","HA","DV","H01154","1QY","Not Applicable","1354","1354"
"584924","B","SN","LU","H00720","23D","Not Applicable","14KZ","14KZ"
"67159539","B","SN","LU","H00582","23B","Not Applicable","14KV","14KV"
"67189672","B","SN","DV","H00711","2EY","47R","1CJN","1KBE"
"67189673","B","SN","DV","H00711","2EY","47R","1CJN","1KBD"
"67189707","B","SN","LI","H00718","2CK","46C","1E4U","1OR9"
"67189708","B","SN","LI","H00580","235","46C","1592","1592"
"67189709","B","SN","LI","H00718","2CK","46C","1E4U","1OR9"
"67205378","B","SN","RO","H00729","32Y","6SP","1BJ9","1GLV"
"67205380","B","SN","RO","H00729","32Y","6SP","1BJ9","1GLV"
"67205381","B","SN","RO","H00729","32Y","6SP","1BJ9","1GLV"
"67206733","B","SN","RO","H00729","32Z","6U5","1BJA","1GLW"
"67206734","B","SN","RO","H00729","32Z","6U5","1BJA","1GLW"
"67206735","B","SN","RO","H00729","32Z","6U5","1BJA","1GLW"
"67206736","B","SN","RO","H00729","32Z","6U5","1BJA","1GLW"
"67255996","B","SN","DV","H00711","2EY","47R","1CJN","1KBE"
"67255997","B","SN","DV","H00711","2EY","47R","1CJN","1KBD"
"67284198","B","SN","LI","H00580","235","46C","1592","1592"
"67284201","B","SN","LI","H00718","2CK","46C","1E4U","1OR9"
"67284202","B","SN","LI","H00718","2CK","46C","1E4U","1OR9"
"67292317","B","SN","RO","H00729","32Z","Not Applicable","1BJA","1GLW"
"67292318","B","SN","RO","H00729","32Z","6SP","1BJA","1GLW"
"67292335","B","SN","RO","H00729","32Z","Not Applicable","1BJA","1GLW"
"67292337","B","SN","RO","H00729","32Z","Not Applicable","1BJA","1GLW"
"67294672","B","SN","LI","H00580","235","Not Applicable","14KM","14KM"
"67294673","B","SN","LI","H00580","235","44R","14KM","14KM"
"67297457","B","SN","SM","H04488","3BD","85K","1BPQ","1H1Z"
"67297458","B","SN","SM","H04488","3BD","85O","1BPQ","1H1Z"
"67297460","B","SN","SM","H04509","3BL","85S","1BRD","1HAE"
"67297462","B","SN","SM","H04509","3BM","85Y","1BRE","1HAF"
"67297463","B","SN","SM","H04488","3BE","85M","1BPR","1H20"
"67297467","B","SN","SM","H04488","3BE","85Q","1BPR","1H20"
"67339654","B","SN","DV","H00575","15P","448","11HK","11HK"
"67339655","B","SN","DV","H00575","15P","448","11HK","11HK"
"67339656","B","SN","DV","H00575","15P","448","11HK","11HK"
"67342245","B","SN","DV","H00621","152","44B","1366","1366"
"67342272","B","SN","DV","H00711","1R0","44I","14UX","14UX"
"67342297","B","SN","DB","H05434","2FN","6EK","160Z","160Z"
"67342299","B","SN","DB","H05434","2FN","Not Applicable","160Z","160Z"
"67342300","B","SN","DB","H05434","2FN","Not Applicable","160Z","160Z"
"67345757","B","SN","LU","H00651","23F","4TZ","14L2","14L2"
"67345758","B","SN","LU","H00651","23F","4TZ","14L2","14L2"
"67345759","B","SN","LU","H00651","23F","4TZ","14L2","14L2"
"67345760","B","SN","LU","H00651","23F","4TZ","14L2","14L2"
"67345761","B","SN","LU","H00651","23F","4TZ","14L2","14L2"
"67345763","B","SN","LU","H00651","23F","4TZ","14L2","14L2"
"67345764","B","SN","OE","H05814","2Z8","4TZ","1B0K","1B0K"
"67345765","B","SN","LU","H00651","23F","4TZ","14L2","14L2"
"67359225","B","SN","DV","H03960","1QZ","44B","14V7","14V7"
"67359227","B","SN","DV","H03960","1QZ","44B","14V7","14V7"
"67359274","B","SN","DV","H03960","1QZ","44B","14V7","14V7"
"67359276","B","SN","DV","H03960","1QZ","44B","14V7","14V7"
"67379328","B","SN","DV","H00711","1R0","Not Applicable","14UX","14UX"
"67380208","B","SN","DV","H00621","152","44B","1366","1366"
"67380213","B","SN","DV","H00621","152","Not Applicable","135W","135W"
"67400205","B","SN","DV","H00621","152","Not Applicable","1366","1366"
"67439603","B","SN","DV","H00575","15P","Not Applicable","11HK","11HK"
"67439605","B","SN","DV","H00575","15P","Not Applicable","11HK","11HK"
"67439606","B","SN","DV","H00575","15P","Not Applicable","11HK","11HK"
"67442770","B","SN","LU","H00651","23F","4U1","19X5","19X5"
"67442771","B","SN","LU","H00651","23F","4U1","19X5","19X5"
"67442774","B","SN","LU","H00651","23F","4U1","19X5","19X5"
"67442779","B","SN","LU","H00651","23F","4U1","19X5","19X5"
"67442787","B","SN","LU","H00651","23F","4U1","19X5","19X5"
"67442790","B","SN","LU","H00651","23F","4U1","19X5","19X5"
"67442799","B","SN","LU","H00651","23F","4U1","19X5","19X5"
"67442801","B","SN","LU","H00651","23F","4U1","19X5","19X5"
"67443819","B","SN","LU","H00720","23D","4U5","14KZ","14KZ"
"67443820","B","SN","LU","H00720","23D","4U5","14KZ","14KZ"
"67443821","B","SN","LU","H00720","23D","4U5","14KZ","14KZ"
"67443823","B","SN","LU","H00720","23D","4U5","14KZ","14KZ"
"67443824","B","SN","LU","H00720","23D","4U5","14KZ","14KZ"
"67443825","B","SN","LU","H00720","23D","4U5","14KZ","14KZ"
"67444311","B","SN","LU","H00720","2CL","4U3","15MM","15MM"
"67444313","B","SN","LU","H00720","2CL","4U3","15MM","15MM"
"67444314","B","SN","LU","H00720","2CL","4U3","15MM","15MM"
"67444315","B","SN","LU","H00720","2CL","4U3","15MM","15MM"
"67444316","B","SN","LU","H00720","2CL","4U3","15MM","15MM"
"67444317","B","SN","LU","H00720","2CL","4U3","15MM","15MM"
"67445442","B","SN","LU","H00651","23F","4TZ","14L2","14L2"
"67445443","B","SN","LU","H00651","23F","4TZ","14L2","14L2"
"67445444","B","SN","LU","H00651","23F","4TZ","14L2","14L2"
"67445445","B","SN","LU","H00651","23F","4TZ","14L2","14L2"
"67447695","B","SN","DV","H00711","2EY","47R","1CJN","1KBF"
"67452434","B","SN","LU","H00651","23F","4U1","1DLR","1NN0"
"67452436","B","SN","LU","H00651","23F","4U1","1DLS","1NN1"
"67452439","B","SN","LU","H00651","23F","4U1","1DLT","1NN2"
"67464034","B","SN","LU","H00582","23B","Not Applicable","14KV","14KV"
"67464035","B","SN","LU","H00582","23B","Not Applicable","14KV","14KV"
"67464036","B","SN","LU","H00582","23B","Not Applicable","14KV","14KV"
"67465122","B","SN","DV","H00711","1R0","Not Applicable","14UX","14UX"
"67475506","B","SN","DV","H00621","152","Not Applicable","135W","135W"
"67493841","B","SN","DV","H00711","2EY","47R","1CJN","1KBG"
"67526729","B","SN","RO","H00729","32Z","Not Applicable","1AVW","1AVW"
"67526731","B","SN","RO","H00729","32Z","Not Applicable","1AVW","1AVW"
"67526734","B","SN","RO","H00729","32Z","Not Applicable","1AVW","1AVW"
"67526863","B","SN","RO","H00677","277","356","1562","1562"
"67526870","B","SN","RO","H00677","277","356","1562","1562"
"67532285","B","SN","RO","H00677","277","356","1DLM","1NMV"
"67532291","B","SN","RO","H00677","277","356","1562","1562"
"67563261","B","SN","DV","H00621","152","Not Applicable","1366","1366"
"67600587","B","SN","DV","H00621","152","Not Applicable","1366","1366"
"67601718","B","SN","LU","H00720","23D","Not Applicable","14KZ","14KZ"
"67601719","B","SN","LU","H00582","23B","Not Applicable","14KV","14KV"
"67601720","B","SN","LU","H00720","23D","Not Applicable","14KZ","14KZ"
"67601721","B","SN","LU","H00720","23D","Not Applicable","14KZ","14KZ"
"67601722","B","SN","LU","H00720","23D","Not Applicable","14KZ","14KZ"
"67601831","B","SN","LU","H00720","23D","Not Applicable","1C22","1IHH"
"67609787","B","SN","DV","H00711","1R0","44I","14UX","14UX"
"67609792","B","SN","DV","H00711","1R0","44I","14UX","14UX"
